,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-03-25,84.32767704588969,39.26582931421727,6.993794764155557,458.23354825626404,Pessimistic,1017.0
1,2021-03-26,84.65526101231092,40.77978007203671,7.297104815865317,458.7336821211049,Pessimistic,1038.0
2,2021-03-27,85.61462362017414,42.26421206157204,7.607819635867591,459.2553155560212,Pessimistic,1073.0
3,2021-03-28,86.96317029825104,43.72154705874329,7.924547777118354,459.79891702176286,Pessimistic,1114.0
4,2021-03-29,88.55712393840781,45.15507559982561,8.24610049183778,460.36486466216667,Pessimistic,1155.0
5,2021-03-30,90.31133248127003,46.568539655619695,8.571488032494077,460.95346042323973,Pessimistic,1176.0
6,2021-03-31,92.17542374351365,47.96584475285045,8.899907872549623,461.5649436066209,Pessimistic,1180.0
7,2021-04-01,94.11965806840112,49.350868303754325,9.230728325245265,462.19950342049617,Pessimistic,1175.0
8,2021-04-02,96.12653423961387,50.72733778696986,9.563469988939827,462.8572902961525,Pessimistic,1184.0
9,2021-04-03,98.18580864028877,52.09875854823815,9.897786655943062,463.5384258792721,Pessimistic,1201.0
10,2021-04-04,100.29153946165752,53.46837606395528,10.2334467410424,464.24301169823946,Pessimistic,1222.0
11,2021-04-05,102.44033239967575,54.83916153368503,10.57031587014478,464.971136570275,Pessimistic,1283.0
12,2021-04-06,104.63029923516797,56.213812763101785,10.908340978873536,465.722882840243,Pessimistic,1330.0
13,2021-04-07,106.86043940553827,57.59476462846872,11.247536073182303,466.4983315640848,Pessimistic,1315.0
14,2021-04-08,109.13027256621126,58.98420513687101,11.587969673699439,467.29756675458185,Pessimistic,1340.0
0,2021-03-25,83.9558421249211,39.10324794500489,6.986677718264831,458.23274819493963,Expected,1017.0
1,2021-03-26,83.76914015076363,40.55342368900188,7.285969817448233,458.73225035608294,Expected,1037.0
2,2021-03-27,84.29987757066328,41.96245955170268,7.591362691633042,459.2529261541799,Expected,1070.0
3,2021-03-28,85.26745570001526,43.33291266903307,7.901309193335489,459.7951472098771,Expected,1109.0
4,2021-03-29,86.50493867781961,44.66830313252555,8.214484228860194,460.35918460265304,Expected,1148.0
5,2021-03-30,87.91303130642405,45.97265242946491,8.529780924724363,460.9452243464816,Expected,1167.0
6,2021-03-31,89.43269122031757,47.250163907307915,8.846297816296673,461.55338225664974,Expected,1168.0
7,2021-04-01,91.02882978929165,48.505009400514886,9.163320894221014,462.1837177210851,Expected,1160.0
8,2021-04-02,92.68061173977162,49.741193280824604,9.480303199427134,462.83624611624253,Expected,1166.0
9,2021-04-03,94.37568167907921,50.962471707057446,9.796843788009,463.51094976405153,Expected,1179.0
10,2021-04-04,96.10672760471084,52.172310333105784,10.11266724581755,464.2077874302755,Expected,1196.0
11,2021-04-05,97.8694352568616,53.37386812391035,10.427604471367747,464.92670243016266,Expected,1253.0
12,2021-04-06,99.66127025607898,54.5699983321699,10.741575122117835,465.6676294455503,Expected,1295.0
13,2021-04-07,101.4807529317793,55.76326026340822,11.05457189824563,466.4305001770003,Expected,1274.0
14,2021-04-08,103.32702640783282,56.9559373694466,11.366646691975847,467.21524796124527,Expected,1293.0
0,2021-02-18,45.285714285714285,39.0,12.0,430.0,Historical,791.0
1,2021-02-19,43.57142857142857,42.0,11.0,430.0,Historical,742.0
2,2021-02-20,46.42857142857143,40.0,9.0,431.0,Historical,735.0
3,2021-02-21,48.857142857142854,38.0,8.0,431.0,Historical,754.0
4,2021-02-22,53.142857142857146,37.0,7.0,431.0,Historical,764.0
5,2021-02-23,56.142857142857146,34.0,6.0,435.0,Historical,758.0
6,2021-02-24,53.0,37.0,6.0,435.0,Historical,708.0
7,2021-02-25,52.142857142857146,34.0,5.0,437.0,Historical,682.0
8,2021-02-26,58.857142857142854,30.0,4.0,439.0,Historical,717.0
9,2021-02-27,57.714285714285715,26.0,3.0,439.0,Historical,729.0
10,2021-02-28,54.42857142857143,29.0,4.0,439.0,Historical,723.0
11,2021-03-01,52.714285714285715,32.0,6.0,439.0,Historical,741.0
12,2021-03-02,48.42857142857143,31.0,6.0,441.0,Historical,732.0
13,2021-03-03,50.57142857142857,26.0,7.0,441.0,Historical,725.0
14,2021-03-04,52.0,28.0,5.0,443.0,Historical,729.0
15,2021-03-05,49.285714285714285,27.0,5.0,444.0,Historical,757.0
16,2021-03-06,48.285714285714285,26.0,5.0,445.0,Historical,742.0
17,2021-03-07,50.57142857142857,25.0,5.0,445.0,Historical,735.0
18,2021-03-08,51.57142857142857,24.0,5.0,445.0,Historical,730.0
19,2021-03-09,55.57142857142857,23.0,5.0,448.0,Historical,728.0
20,2021-03-10,55.57142857142857,27.0,5.0,448.0,Historical,743.0
21,2021-03-11,57.285714285714285,27.0,4.0,449.0,Historical,765.0
22,2021-03-12,54.0,31.0,5.0,450.0,Historical,723.0
23,2021-03-13,53.714285714285715,29.0,5.0,451.0,Historical,714.0
24,2021-03-14,53.857142857142854,27.0,5.0,451.0,Historical,731.0
25,2021-03-15,54.714285714285715,25.0,5.0,451.0,Historical,744.0
26,2021-03-16,57.714285714285715,22.0,4.0,451.0,Historical,793.0
27,2021-03-17,61.714285714285715,21.0,6.0,451.0,Historical,821.0
28,2021-03-18,66.42857142857143,25.0,8.0,452.0,Historical,866.0
29,2021-03-19,69.71428571428571,21.0,8.0,453.0,Historical,866.0
30,2021-03-20,74.0,24.0,7.0,454.0,Historical,894.0
31,2021-03-21,78.71428571428571,27.0,7.0,454.0,Historical,928.0
32,2021-03-22,77.71428571428571,30.0,7.0,454.0,Historical,927.0
33,2021-03-23,76.14285714285714,33.0,7.0,457.0,Historical,937.0
34,2021-03-24,81.0,41.0,7.0,458.0,Historical,999.0
35,2021-03-25,84.42857142857143,39.0,7.0,459.0,Historical,1017.0
