,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-04-10,92.56218144269178,51.00396075887752,9.003666233350208,472.71612590223185,Pessimistic,1380.0
1,2021-04-11,94.19736900510725,52.118508606426644,9.191637433783935,473.62494035821015,Pessimistic,1371.0
2,2021-04-12,94.24928301741897,53.136087680359545,9.383287546172019,474.5527371429544,Pessimistic,1394.0
3,2021-04-13,94.42001016521522,54.0637814975745,9.576373696257694,475.499768623939,Pessimistic,1388.0
4,2021-04-14,94.66092084081902,54.909251262981925,9.769016904554823,476.46608148347696,Pessimistic,1369.0
5,2021-04-15,94.94260883996367,55.680239477708525,9.959673689036027,477.45155171740174,Pessimistic,1328.0
6,2021-04-16,95.2472807539516,56.384253304170635,10.147102272437067,478.4559164910939,Pessimistic,1311.0
7,2021-04-17,95.5641588645667,57.02837361251721,10.330326962992828,479.47880250464766,Pessimistic,1311.0
8,2021-04-18,95.88670418181391,57.619150554972755,10.508603003463833,480.51975080816464,Pessimistic,1312.0
9,2021-04-19,96.21093889203007,58.16255758615904,10.68138329150206,481.5782381901708,Pessimistic,1347.0
10,2021-04-20,96.53443290877976,58.663983980777914,10.84828776009387,482.65369536968393,Pessimistic,1368.0
11,2021-04-21,96.8556915973395,59.12825182355877,11.009075791876779,483.74552227913426,Pessimistic,1343.0
12,2021-04-22,97.17378585373672,59.55964772676782,11.163621767906815,484.85310074805193,Pessimistic,1353.0
13,2021-04-23,97.48812860096132,59.961962600422176,11.311893677840827,485.97580489812276,Pessimistic,1336.0
14,2021-04-24,97.79833974684016,60.33853498526562,11.45393461400575,487.1130095472267,Pessimistic,1341.0
15,2021-04-25,98.10416459098542,60.69229500098298,11.58984691457033,488.26409689915545,Pessimistic,1345.0
0,2021-04-10,92.56218144269178,50.813105421186165,8.997467537549868,472.71526247384213,Expected,1380.0
1,2021-04-11,93.54725753253115,51.84058744538721,9.181296064418708,473.62326273754127,Expected,1371.0
2,2021-04-12,92.72695714393763,52.753636589318454,9.36725332050498,474.54975585021464,Expected,1393.0
3,2021-04-13,92.20664032107561,53.56009832563137,9.552897459507342,475.49482907626,Expected,1385.0
4,2021-04-14,91.86659751214097,54.26867077963232,9.736187961848861,476.45834596991773,Expected,1363.0
5,2021-04-15,91.63419519165814,54.88828808268015,9.915457949647895,477.4399851708607,Expected,1319.0
6,2021-04-16,91.46536370053946,55.42771499596488,10.08937893529385,478.4392760124491,Expected,1298.0
7,2021-04-17,91.33336575124895,55.895293353084305,10.256922363455592,479.455630418691,Expected,1293.0
8,2021-04-18,91.22198186741048,56.29879558430349,10.417320844130149,480.48837092463106,Expected,1289.0
9,2021-04-19,91.1213755430158,56.64535223095413,10.570030917194998,481.53675488862024,Expected,1319.0
10,2021-04-20,91.02558424054018,56.941429336950755,10.714698440031423,482.5999951091566,Expected,1334.0
