,Date,Reported_New_Cases,Active_Cases,Hospitalized,ICU,Fatal,Scenario
0,2021-02-07,88.21252481184297,1342.0,64.05539166895437,16.921161013794173,418.6882742883424,Pessimistic
1,2021-02-08,88.99826836274883,1308.0,64.4373404788688,16.79576272266488,419.9525225920035,Pessimistic
2,2021-02-09,89.64748764431056,1327.0,64.81889118432561,16.69112650130876,421.2081576408746,Pessimistic
3,2021-02-10,90.21316885309261,1314.0,65.19747025905573,16.60523451914765,422.4566600494558,Pessimistic
4,2021-02-11,90.72725490720609,1305.0,65.57162165541234,16.536215520267195,423.6993645140608,Pessimistic
5,2021-02-12,91.20899078324783,1281.0,65.94061713415641,16.482351835168153,424.9374711322025,Pessimistic
6,2021-02-13,91.66995888660904,1257.0,66.30419166167088,16.442078278858443,426.1720569196017,Pessimistic
7,2021-02-14,92.11711742665125,1267.0,66.66236482146635,16.413976110912333,427.404087043273,Pessimistic
8,2021-02-15,92.55463388785597,1270.0,67.01532135917068,16.396764180279916,428.63442548533686,Pessimistic
9,2021-02-16,92.98499147564848,1299.0,67.36333231278493,16.389288658297723,429.8638449827241,Pessimistic
10,2021-02-17,93.40965686179243,1318.0,67.70670390869853,16.39051227252958,431.09303617362525,Pessimistic
11,2021-02-18,93.82948319689922,1305.0,68.04574535687803,16.399503620190984,432.322615936652,Pessimistic
12,2021-02-19,94.24495336258406,1298.0,68.38074941431017,16.415426913985144,433.5531349430589,Pessimistic
13,2021-02-20,94.65632680708859,1285.0,68.71198148326836,16.437532361533275,434.785084462767,Pessimistic
14,2021-02-21,95.06372819002263,1292.0,69.03967432903616,16.465147279003787,436.0189024759869,Pessimistic
0,2021-02-07,87.43510900689171,1341.0,63.683155935991145,16.90535978942976,418.6863497631249,Expected
1,2021-02-08,87.18034946293051,1305.0,63.92496082629129,16.771260527144367,419.949102528031,Expected
2,2021-02-09,87.0070994912328,1321.0,64.14383781858466,16.655245545969887,421.20249079459813,Expected
3,2021-02-10,86.88171588318596,1305.0,64.33853456566347,16.555046150966326,422.4477845780391,Expected
4,2021-02-11,86.7837892918858,1292.0,64.50911945775668,16.468597277120587,423.6860913050717,Expected
5,2021-02-12,86.7009402279507,1264.0,64.65647610087609,16.394042334262487,424.91837134739154,Expected
6,2021-02-13,86.62566178726206,1235.0,64.78195734523626,16.329727887022912,426.14545350681743,Expected
7,2021-02-14,86.55340404280992,1240.0,64.88715229512378,16.27419224833609,427.3680498522848,Expected
8,2021-02-15,86.48141173474323,1236.0,64.97373273908872,16.226150761223014,428.5867695630687,Expected
9,2021-02-16,86.40801899566941,1258.0,65.0433549384084,16.184479621298863,429.8021316041268,Expected
10,2021-02-17,86.33222137779194,1270.0,65.09759961199495,16.148199445403034,431.0145761726708,Expected
11,2021-02-18,86.2534161381268,1249.0,65.13793794451071,16.116459342153952,432.2244749275815,Expected
12,2021-02-19,86.17124462230049,1234.0,65.16571503507997,16.08852193143835,433.4321400576567,Expected
13,2021-02-20,86.0854966043621,1212.0,65.18214477733007,16.063749550843628,434.6378322698416,Expected
14,2021-02-21,85.99605222484342,1211.0,65.18831199778333,16.041591748284063,435.84176779088205,Expected
0,2021-01-09,191.57142857142858,2266.0,129,24,307,Historical
1,2021-01-10,198.85714285714286,2371.0,129,24,309,Historical
2,2021-01-11,210.71428571428572,2497.0,126,25,309,Historical
3,2021-01-12,209.28571428571428,2535.0,124,26,309,Historical
4,2021-01-13,204.0,2533.0,114,26,312,Historical
5,2021-01-14,183.57142857142858,2524.0,104,24,318,Historical
6,2021-01-15,167.28571428571428,2433.0,108,20,318,Historical
7,2021-01-16,155.14285714285714,2427.0,108,20,320,Historical
8,2021-01-17,145.42857142857142,2410.0,108,20,322,Historical
9,2021-01-18,139.28571428571428,2450.0,108,20,322,Historical
10,2021-01-19,132.28571428571428,2391.0,55,13,324,Historical
11,2021-01-20,127.85714285714286,2323.0,102,21,325,Historical
12,2021-01-21,119.28571428571429,2120.0,100,23,328,Historical
13,2021-01-22,116.71428571428571,1988.0,84,21,332,Historical
14,2021-01-23,112.28571428571429,1872.0,84,21,336,Historical
15,2021-01-24,115.28571428571429,1825.0,84,21,342,Historical
16,2021-01-25,114.42857142857143,1776.0,89,21,342,Historical
17,2021-01-26,115.28571428571429,1733.0,82,21,401,Historical
18,2021-01-27,119.28571428571429,1730.0,80,22,404,Historical
19,2021-01-28,116.57142857142857,1651.0,71,20,406,Historical
20,2021-01-29,114.14285714285714,1616.0,71,20,407,Historical
21,2021-01-30,111.57142857142857,1567.0,73,19,407,Historical
22,2021-01-31,101.42857142857143,1517.0,73,19,410,Historical
23,2021-02-01,96.71428571428571,1478.0,63,16,410,Historical
24,2021-02-02,95.71428571428571,1477.0,61,19,410,Historical
25,2021-02-03,91.57142857142857,1476.0,55,21,414,Historical
26,2021-02-04,92.57142857142857,1464.0,57,19,416,Historical
27,2021-02-05,90.57142857142857,1433.0,64,17,416,Historical
28,2021-02-06,89.42857142857143,1407.0,64,17,416,Historical
29,2021-02-07,88.42857142857143,1341.0,64,17,418,Historical
