,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-03-27,91.17971065954782,39.05653894034868,7.0000971602718085,461.2564603491926,Pessimistic,1145.0
1,2021-03-28,93.83427464621809,40.600977898975,7.271041463313394,461.7558856161501,Pessimistic,1193.0
2,2021-03-29,94.7984755052214,42.11232036026769,7.552126292305807,462.27464259104414,Pessimistic,1240.0
3,2021-03-30,96.22691926134189,43.59294598396362,7.841634173019086,462.8133796525487,Pessimistic,1267.0
4,2021-03-31,97.94639043937013,45.046237891143114,8.1380801284021,463.3726330850825,Pessimistic,1277.0
5,2021-04-01,99.85425791293278,46.476110626851934,8.440207182138764,463.95284326150613,Pessimistic,1278.0
6,2021-04-02,101.88976465087148,47.886684257470264,8.746973017295902,464.55437017530323,Pessimistic,1293.0
7,2021-04-03,104.0169939614068,49.282066918875216,9.057531602133512,465.1775078441767,Pessimistic,1316.0
8,2021-04-04,106.21476280079332,50.66621604782501,9.371212441990954,465.82249733166094,Pessimistic,1343.0
9,2021-04-05,108.47062468896047,52.042855502780654,9.687499248696913,466.4895382876023,Pessimistic,1410.0
10,2021-04-06,110.77731081710863,53.41543152433122,10.006009183518225,467.1787990103215,Pessimistic,1463.0
11,2021-04-07,113.13061777070993,54.787095022735045,10.326473375147508,467.8904250973688,Pessimistic,1454.0
12,2021-04-08,115.52815358581665,56.16070116287921,10.648719096716356,468.6245467890856,Pessimistic,1447.0
13,2021-04-09,117.96859310776063,57.53881983404046,10.972653769710856,469.3812851280021,Pessimistic,1452.0
14,2021-04-10,120.4512355607485,58.92375252555648,11.298250820165519,470.1607570634982,Pessimistic,1481.0
15,2021-04-11,122.97574144838336,60.317552538130805,11.625537322490757,470.9630796295315,Pessimistic,1510.0
0,2021-03-27,91.17971065954782,38.94289950024115,6.995862277410017,461.25605047781403,Expected,1145.0
1,2021-03-28,93.40950425794631,40.433755124333715,7.263919435720673,461.75508429499473,Expected,1192.0
