,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-03-31,101.66012257191551,38.77786698902817,6.968129551807158,462.3479200323973,Pessimistic,1281.0
1,2021-04-01,102.1217678703456,40.400624247507565,7.236532039510466,463.05733249574916,Pessimistic,1284.0
2,2021-04-02,103.30628038665282,41.97437905889149,7.516963661707993,463.7941793181414,Pessimistic,1300.0
3,2021-04-03,104.93600356238403,43.503865450057134,7.8071821570610265,464.559547366805,Pessimistic,1324.0
4,2021-04-04,106.84631993744438,44.99441936253502,8.105278094795322,465.354316285883,Pessimistic,1352.0
5,2021-04-05,108.93967554992173,46.45158660237147,8.409652383647298,466.1791906845179,Pessimistic,1420.0
6,2021-04-06,111.15830237245405,47.88085849769097,8.718988299708187,467.03472977350646,Pessimistic,1473.0
7,2021-04-07,113.46803355495877,49.2875019398861,9.032221145786146,467.9213740678766,Pessimistic,1464.0
8,2021-04-08,115.84869978786128,50.67645747204226,9.348507659535475,468.8394690317073,Pessimistic,1457.0
9,2021-04-09,118.28843024954904,52.052285265701826,9.667196542567636,469.78928571391856,Pessimistic,1462.0
10,2021-04-10,120.78027024605535,53.419143925456005,9.987800941181238,470.7710385322918,Pessimistic,1481.0
11,2021-04-11,123.32017346705516,54.780791093135,10.309973326288512,471.7849004256817,Pessimistic,1501.0
12,2021-04-12,125.90580991168554,56.140597920543335,10.633482956853213,472.83101562508546,Pessimistic,1556.0
13,2021-04-13,128.5358578376995,57.50157180748729,10.958195936259587,473.9095103032925,Pessimistic,1585.0
14,2021-04-14,131.2095829441996,58.86638352136561,11.28405775995684,475.02050135778154,Pessimistic,1614.0
0,2021-03-31,101.20990672966764,38.60955369019903,6.960961909421436,462.34676934715065,Expected,1280.0
1,2021-04-01,101.04983651193425,40.16645933556067,7.225324101332431,463.055274137972,Expected,1282.0
2,2021-04-02,101.71685422941277,41.66246068006342,7.500408657405525,463.7907457502474,Expected,1297.0
3,2021-04-03,102.88715543239346,43.102469885436015,7.78381963596817,464.55413266370584,Expected,1319.0
4,2021-04-04,104.36804503601616,44.49210009504915,8.073514030132426,465.3461617829549,Expected,1344.0
5,2021-04-05,106.04485391039657,45.83722685531965,8.367779108754174,466.16737263500715,Expected,1409.0
6,2021-04-06,107.84934736334321,47.14369042295362,8.665203360915761,467.0181489493959,Expected,1459.0
7,2021-04-07,109.7409232798957,48.41710290811093,8.964644520817417,467.8987471658502,Expected,1447.0
8,2021-04-08,111.69542149587028,49.662731435466426,9.265197058227791,468.80932170491053,Expected,1436.0
9,2021-04-09,113.69846285006633,50.88543508381331,9.566160695408248,469.749947031929,Expected,1437.0
10,2021-04-10,115.74148410347107,52.089638885252654,9.867010908044444,470.72063666905905,Expected,1451.0
11,2021-04-11,117.81937739617024,53.27933257907897,10.167371938252929,471.72135938277916,Expected,1466.0
